line,type,full_match,label,id,title,URL,code
65,MAINLVL,Artikel 2.11. (aantal personen in een bouwwerk),Artikel,2.11,(aantal personen in een bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.1_Artikel2.11,C2_S2_1_A2_11
67,MAINLVL,Artikel 2.12. (overgangsrecht: aantal personen in een bouwwerk),Artikel,2.12,(overgangsrecht: aantal personen in een bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.1_Artikel2.12,C2_S2_1_A2_12
69,MAINLVL,"Afdeling 2.2. CE-markeringen, markttoezicht en kwaliteitsverklaringen bouw",Afdeling,2.2,"CE-markeringen, markttoezicht en kwaliteitsverklaringen bouw",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2,C2_S2_2
70,MAINLVL,Artikel 2.13. (verordening bouwproducten),Artikel,2.13,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13,C2_S2_2_A2_13
71,SUBLVLI,1.	,Lid,1.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid1,C2_S2_2_A2_13_SUB1
72,SUBLVLI,2.	,Lid,2.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid2,C2_S2_2_A2_13_SUB2
73,SUBLVLI,3.	,Lid,3.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid3,C2_S2_2_A2_13_SUB3
74,SUBLVLI,4.	,Lid,4.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid4,C2_S2_2_A2_13_SUB4
75,SUBLVLI,5.	,Lid,5.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid5,C2_S2_2_A2_13_SUB5
76,SUBLVLI,6.	,Lid,6.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid6,C2_S2_2_A2_13_SUB6
77,SUBLVLI,7.	,Lid,7.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid7,C2_S2_2_A2_13_SUB7
78,SUBLVLI,8.	,Lid,8.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid8,C2_S2_2_A2_13_SUB8
79,SUBLVLI,9.	,Lid,9.,(verordening bouwproducten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.13_Lid9,C2_S2_2_A2_13_SUB9
80,MAINLVL,Artikel 2.14. (toepassing CE-markering en kwaliteitsverklaringen bouw),Artikel,2.14,(toepassing CE-markering en kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.14,C2_S2_2_A2_14
81,SUBLVLI,1.	,Lid,1.,(toepassing CE-markering en kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.14_Lid1,C2_S2_2_A2_14_SUB1
82,SUBLVLI,2.	,Lid,2.,(toepassing CE-markering en kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.14_Lid2,C2_S2_2_A2_14_SUB2
83,SUBLVLI,3.	,Lid,3.,(toepassing CE-markering en kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.14_Lid3,C2_S2_2_A2_14_SUB3
84,MAINLVL,Artikel 2.15. (erkenning kwaliteitsverklaringen bouw),Artikel,2.15,(erkenning kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15,C2_S2_2_A2_15
85,SUBLVLI,1.	,Lid,1.,(erkenning kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15_Lid1,C2_S2_2_A2_15_SUB1
86,SUBLVLI,2.	,Lid,2.,(erkenning kwaliteitsverklaringen bouw),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15_Lid2,C2_S2_2_A2_15_SUB2
87,MAINLVL,Artikel 2.15a. (Verordening (EU) 2019/1020),Artikel,2.15a,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a,C2_S2_2_A2_15a
88,SUBLVLI,1.	,Lid,1.,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a_Lid1,C2_S2_2_A2_15a_SUB1
89,SUBLVLI,2.	,Lid,2.,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a_Lid2,C2_S2_2_A2_15a_SUB2
90,SUBLVLI,3.	,Lid,3.,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a_Lid3,C2_S2_2_A2_15a_SUB3
91,SUBLVLI,4.	,Lid,4.,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a_Lid4,C2_S2_2_A2_15a_SUB4
92,SUBLVLI,5.	,Lid,5.,(Verordening (EU) 2019/1020),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2_Artikel2.15a_Lid5,C2_S2_2_A2_15a_SUB5
93,MAINLVL,Afdeling 2.2a. Stelsel van kwaliteitsborging voor het bouwen,Afdeling,2.2a,Stelsel van kwaliteitsborging voor het bouwen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a,C2_S2_2a
94,MAINLVL,Artikel 2.16. (normadressaat),Artikel,2.16,(normadressaat),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.16,C2_S2_2a_A2_16
96,MAINLVL,Artikel 2.17. (bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),Artikel,2.17,(bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.17,C2_S2_2a_A2_17
97,SUBLVLI,1.	,Lid,1.,(bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.17_Lid1,C2_S2_2a_A2_17_SUB1
98,SUBLVLI,2.	,Lid,2.,(bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.17_Lid2,C2_S2_2a_A2_17_SUB2
105,SUBLVLI,3.	,Lid,3.,(bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.17_Lid3,C2_S2_2a_A2_17_SUB3
113,SUBLVLI,4.	,Lid,4.,(bouwactiviteiten die onder het stelsel van kwaliteitsborging vallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.17_Lid4,C2_S2_2a_A2_17_SUB4
114,MAINLVL,Artikel 2.18. (bouwmelding),Artikel,2.18,(bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.18,C2_S2_2a_A2_18
115,SUBLVLI,1.	,Lid,1.,(bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.18_Lid1,C2_S2_2a_A2_18_SUB1
116,SUBLVLI,2.	,Lid,2.,(bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.18_Lid2,C2_S2_2a_A2_18_SUB2
117,SUBLVLI,3.	,Lid,3.,(bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.18_Lid3,C2_S2_2a_A2_18_SUB3
118,MAINLVL,Artikel 2.19. (gegevens en bescheiden bij bouwmelding),Artikel,2.19,(gegevens en bescheiden bij bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.19,C2_S2_2a_A2_19
119,SUBLVLI,1.	,Lid,1.,(gegevens en bescheiden bij bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.19_Lid1,C2_S2_2a_A2_19_SUB1
129,SUBLVLI,2.	,Lid,2.,(gegevens en bescheiden bij bouwmelding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.19_Lid2,C2_S2_2a_A2_19_SUB2
130,MAINLVL,Artikel 2.20. (gegevens en bescheiden op verzoek van het bevoegd gezag),Artikel,2.20,(gegevens en bescheiden op verzoek van het bevoegd gezag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.20,C2_S2_2a_A2_20
131,SUBLVLI,1.	,Lid,1.,(gegevens en bescheiden op verzoek van het bevoegd gezag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.20_Lid1,C2_S2_2a_A2_20_SUB1
132,SUBLVLI,2.	,Lid,2.,(gegevens en bescheiden op verzoek van het bevoegd gezag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.20_Lid2,C2_S2_2a_A2_20_SUB2
133,MAINLVL,Artikel 2.21. (gereedmelding bouwactiviteit),Artikel,2.21,(gereedmelding bouwactiviteit),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.21,C2_S2_2a_A2_21
134,SUBLVLI,1.	,Lid,1.,(gereedmelding bouwactiviteit),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.21_Lid1,C2_S2_2a_A2_21_SUB1
135,SUBLVLI,2.	,Lid,2.,(gereedmelding bouwactiviteit),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.2a_Artikel2.21_Lid2,C2_S2_2a_A2_21_SUB2
149,MAINLVL,Afdeling 2.3. Afbakening vergunningplichten,Afdeling,2.3,Afbakening vergunningplichten,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3,C2_S2_3
150,MAINLVL,§ 2.3.1. Algemene bepalingen,§,2.3.1,Algemene bepalingen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1,C2_S2_3_P2_3_1
151,MAINLVL,Artikel 2.22. (algemene afbakeningseisen),Artikel,2.22,(algemene afbakeningseisen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.22,C2_S2_3_P2_3_1_A2_22
152,SUBLVLI,1.	,Lid,1.,(algemene afbakeningseisen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.22_Lid1,C2_S2_3_P2_3_1_A2_22_SUB1
153,SUBLVLI,2.	,Lid,2.,(algemene afbakeningseisen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.22_Lid2,C2_S2_3_P2_3_1_A2_22_SUB2
154,MAINLVL,Artikel 2.23. (meetvoorschriften),Artikel,2.23,(meetvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.23,C2_S2_3_P2_3_1_A2_23
155,SUBLVLI,1.	,Lid,1.,(meetvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.23_Lid1,C2_S2_3_P2_3_1_A2_23_SUB1
159,SUBLVLI,2.	,Lid,2.,(meetvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.23_Lid2,C2_S2_3_P2_3_1_A2_23_SUB2
160,MAINLVL,Artikel 2.24. (mantelzorg),Artikel,2.24,(mantelzorg),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.1_Artikel2.24,C2_S2_3_P2_3_1_A2_24
162,MAINLVL,§ 2.3.2. Vergunningplichtige gevallen bouwactiviteit,§,2.3.2,Vergunningplichtige gevallen bouwactiviteit,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2,C2_S2_3_P2_3_2
163,MAINLVL,Artikel 2.25. (aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken met een dak),Artikel,2.25,(aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken met een dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.25,C2_S2_3_P2_3_2_A2_25
170,MAINLVL,Artikel 2.26. (aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken zonder dak),Artikel,2.26,(aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken zonder dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.26,C2_S2_3_P2_3_2_A2_26
171,SUBLVLI,1.	,Lid,1.,(aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken zonder dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.26_Lid1,C2_S2_3_P2_3_2_A2_26_SUB1
174,SUBLVLI,2.	,Lid,2.,(aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken zonder dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.26_Lid2,C2_S2_3_P2_3_2_A2_26_SUB2
185,SUBLVLI,3.	,Lid,3.,(aanwijzing vergunningplichtige gevallen bouwactiviteit: bouwwerken zonder dak),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.26_Lid3,C2_S2_3_P2_3_2_A2_26_SUB3
186,MAINLVL,Artikel 2.27. (uitzonderingen aanwijzing vergunningplichtige gevallen bouwactiviteit in de artikelen 2.25 en 2.26),Artikel,2.27,(uitzonderingen aanwijzing vergunningplichtige gevallen bouwactiviteit in de artikelen 2.25 en 2.26),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.27,C2_S2_3_P2_3_2_A2_27
187,SUBLVLI,1.	,Lid,1.,(uitzonderingen aanwijzing vergunningplichtige gevallen bouwactiviteit in de artikelen 2.25 en 2.26),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.27_Lid1,C2_S2_3_P2_3_2_A2_27_SUB1
193,SUBLVLI,2.	,Lid,2.,(uitzonderingen aanwijzing vergunningplichtige gevallen bouwactiviteit in de artikelen 2.25 en 2.26),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.2_Artikel2.27_Lid2,C2_S2_3_P2_3_2_A2_27_SUB2
219,MAINLVL,§ 2.3.3. Vergunningvrije gevallen omgevingsplanactiviteiten met betrekking tot bouwwerken,§,2.3.3,Vergunningvrije gevallen omgevingsplanactiviteiten met betrekking tot bouwwerken,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3,C2_S2_3_P2_3_3
220,MAINLVL,Artikel 2.28. (toepassingsbereik),Artikel,2.28,(toepassingsbereik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.28,C2_S2_3_P2_3_3_A2_28
225,MAINLVL,Artikel 2.29. (vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken),Artikel,2.29,(vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.29,C2_S2_3_P2_3_3_A2_29
310,MAINLVL,Artikel 2.30. (inperking vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken vanwege cultureel erfgoed),Artikel,2.30,(inperking vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken vanwege cultureel erfgoed),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.30,C2_S2_3_P2_3_3_A2_30
311,SUBLVLI,1.	,Lid,1.,(inperking vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken vanwege cultureel erfgoed),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.30_Lid1,C2_S2_3_P2_3_3_A2_30_SUB1
312,SUBLVLI,2.	,Lid,2.,(inperking vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken vanwege cultureel erfgoed),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.30_Lid2,C2_S2_3_P2_3_3_A2_30_SUB2
315,SUBLVLI,3.	,Lid,3.,(inperking vergunningvrije omgevingsplanactiviteiten met betrekking tot bouwwerken vanwege cultureel erfgoed),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.3_Paragraaf2.3.3_Artikel2.30_Lid3,C2_S2_3_P2_3_3_A2_30_SUB3
322,MAINLVL,Afdeling 2.4. Drijvende bouwwerken,Afdeling,2.4,Drijvende bouwwerken,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.4,C2_S2_4
323,MAINLVL,Artikel 2.31. (drijvende bouwwerken),Artikel,2.31,(drijvende bouwwerken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk2_Afdeling2.4_Artikel2.31,C2_S2_4_A2_31
325,MAINLVL,Hoofdstuk 3. Bestaande bouw,Hoofdstuk,3,Bestaande bouw,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3,C3
326,MAINLVL,Afdeling 3.1. Algemeen,Afdeling,3.1,Algemeen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1,C3_S3_1
327,MAINLVL,Artikel 3.1. (toepassingsbereik: activiteiten),Artikel,3.1,(toepassingsbereik: activiteiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.1,C3_S3_1_A3_1
329,MAINLVL,Artikel 3.2. (toepassingsbereik: oogmerken),Artikel,3.2,(toepassingsbereik: oogmerken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.2,C3_S3_1_A3_2
334,MAINLVL,Artikel 3.3. (toepassingsbereik: normadressaat),Artikel,3.3,(toepassingsbereik: normadressaat),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.3,C3_S3_1_A3_3
336,MAINLVL,Artikel 3.4. (toepassingsbereik: aansturingsartikel niet van toepassing),Artikel,3.4,(toepassingsbereik: aansturingsartikel niet van toepassing),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.4,C3_S3_1_A3_4
338,MAINLVL,Artikel 3.5. (specifieke zorgplicht: bestaande bouwwerken),Artikel,3.5,(specifieke zorgplicht: bestaande bouwwerken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.5,C3_S3_1_A3_5
340,MAINLVL,Artikel 3.6. (onderzoeksplicht),Artikel,3.6,(onderzoeksplicht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.6,C3_S3_1_A3_6
342,MAINLVL,Artikel 3.6a. (periodieke beoordeling),Artikel,3.6a,(periodieke beoordeling),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.6a,C3_S3_1_A3_6a
344,MAINLVL,Artikel 3.7. (maatwerkvoorschriften),Artikel,3.7,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.7,C3_S3_1_A3_7
345,SUBLVLI,1.	,Lid,1.,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.7_Lid1,C3_S3_1_A3_7_SUB1
346,SUBLVLI,2.	,Lid,2.,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.7_Lid2,C3_S3_1_A3_7_SUB2
347,SUBLVLI,3.	,Lid,3.,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.1_Artikel3.7_Lid3,C3_S3_1_A3_7_SUB3
348,MAINLVL,Afdeling 3.2. Veiligheid,Afdeling,3.2,Veiligheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2,C3_S3_2
349,MAINLVL,§ 3.2.1. Constructieve veiligheid,§,3.2.1,Constructieve veiligheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1,C3_S3_2_P3_2_1
350,MAINLVL,Artikel 3.8. (aansturingsartikel),Artikel,3.8,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.8,C3_S3_2_P3_2_1_A3_8
351,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.8_Lid1,C3_S3_2_P3_2_1_A3_8_SUB1
352,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.8_Lid2,C3_S3_2_P3_2_1_A3_8_SUB2
353,CAPTION,Tabel 3.8,Tabel,3.8,,,
366,MAINLVL,Artikel 3.9. (fundamentele belastingscombinaties),Artikel,3.9,(fundamentele belastingscombinaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.9,C3_S3_2_P3_2_1_A3_9
368,MAINLVL,Artikel 3.10. (bepalingsmethode niet-bezwijken),Artikel,3.10,(bepalingsmethode niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.10,C3_S3_2_P3_2_1_A3_10
369,SUBLVLI,1.	,Lid,1.,(bepalingsmethode niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.10_Lid1,C3_S3_2_P3_2_1_A3_10_SUB1
370,SUBLVLI,2.	,Lid,2.,(bepalingsmethode niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.1_Artikel3.10_Lid2,C3_S3_2_P3_2_1_A3_10_SUB2
371,MAINLVL,§ 3.2.2. Constructieve veiligheid bij brand,§,3.2.2,Constructieve veiligheid bij brand,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2,C3_S3_2_P3_2_2
372,MAINLVL,Artikel 3.11. (aansturingsartikel),Artikel,3.11,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.11,C3_S3_2_P3_2_2_A3_11
373,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.11_Lid1,C3_S3_2_P3_2_2_A3_11_SUB1
374,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.11_Lid2,C3_S3_2_P3_2_2_A3_11_SUB2
375,CAPTION,Tabel 3.11,Tabel,3.11,,,
404,MAINLVL,Artikel 3.12. (tijdsduur niet-bezwijken),Artikel,3.12,(tijdsduur niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.12,C3_S3_2_P3_2_2_A3_12
405,SUBLVLI,1.	,Lid,1.,(tijdsduur niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.12_Lid1,C3_S3_2_P3_2_2_A3_12_SUB1
406,SUBLVLI,2.	,Lid,2.,(tijdsduur niet-bezwijken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.12_Lid2,C3_S3_2_P3_2_2_A3_12_SUB2
407,CAPTION,Tabel 3.12a brandwerendheid met betrekking tot bezwijken,Tabel,3.12a,brandwerendheid met betrekking tot bezwijken,,
418,SUBLVLI,3.	,Lid,3.,brandwerendheid met betrekking tot bezwijken,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.12_Lid3,C3_S3_2_P3_2_2_A3_12_SUB3
419,SUBLVLI,4.	,Lid,4.,brandwerendheid met betrekking tot bezwijken,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.2_Paragraaf3.2.2_Artikel3.12_Lid4,C3_S3_2_P3_2_2_A3_12_SUB4
420,CAPTION,Tabel 3.12b brandwerendheid met betrekking tot bezwijken,Tabel,3.12b,brandwerendheid met betrekking tot bezwijken,,
